y,stat_type,class_Acidimicrobiia,class_Alphaproteobacteria,class_Bacteroidia,class_Chlamydiia,class_Cyanobacteriia,class_Fibrobacteria,class_Gammaproteobacteria,class_Marinisomatia,class_Nitrososphaeria,class_Poseidoniia,class_SAR324,class_UBA1144,class_UBA4151,class_UBA796,class_XYA12-FULL-58-9,domain_Archaea,domain_Bacteria,phylum_Actinomycetota,phylum_Bacteroidota,phylum_Chlamydiota,phylum_Cyanobacteriota,phylum_Desulfobacterota_D,phylum_Fibrobacterota,phylum_Marinisomatota,phylum_Myxococcota,phylum_Pseudomonadota,phylum_SAR324,phylum_Thermoplasmatota,phylum_Thermoproteota
4.5,mean,25.4762894040082,472.913567427287,75.0062737051588,0.291079320108199,129.496701102963,0.00814765467745924,88.2815911152357,19.4354625580651,0.872314527148903,32.0851957402214,1.99335906944995,1.71864542630524,0.593649169091183,1.77134628125427,0.687981134937934,33.155424234484,855.809912240708,27.7490326366784,76.3558709320361,0.291079320108199,125.279608570824,1.71864542630524,0.00814765467745924,19.4524581119514,4.24885530976433,559.957053446828,1.99335906944995,32.4789061880448,0.874512588391737
4.5,sd,3.67446192314343,53.4152624561367,9.3415965123801,0.187286911721586,27.4980438285993,0.0176184457332881,8.02442014610511,4.76321770856536,0.903315958256311,8.22339947761698,0.491031443310247,0.408338749377306,0.153518507006655,0.387743327839811,0.158761239405545,9.57268924894918,82.8830511295244,4.73722179123481,9.34691092206322,0.187286911721586,33.6606105131164,0.408338749377306,0.0176184457332881,4.76621128323648,0.782327080727763,49.3115994217061,0.491031443310247,7.92111300380095,0.906175988468856
5.5,mean,25.3388444881428,474.133172159665,74.3994930184851,0.297290666140069,131.921265219187,0.00877253452221003,88.2547575505695,19.5156907594208,0.833840963667493,31.8791085110277,1.99805893062291,1.71519633539426,0.589571686971245,1.80824390759973,0.679956540119889,32.8598920051159,860.626176347877,27.8246959275383,75.749025783575,0.297290666140069,128.12053815933,1.71519633539426,0.00877253452221003,19.5248761811147,4.30393033424312,560.320648753764,1.99805893062291,32.298969245862,0.835409696643625
5.5,sd,3.87779121923035,51.9404348519642,9.56205428235883,0.19109553698027,26.1258092523876,0.0186892580484357,7.87504117619814,4.88909073574142,0.984288402142181,8.34806855965472,0.503675396915556,0.417811990032769,0.156290625828523,0.406582855961248,0.151407688647973,9.88771035797869,79.3872453133192,4.87727240018954,9.55637944101969,0.19109553698027,31.5227555142107,0.417811990032769,0.0186892580484357,4.90014847357371,0.791771086507665,48.9595033100055,0.503675396915556,8.05593245285519,0.986667485730478
6.5,mean,24.9587124235534,471.272739601344,73.9095114610913,0.287199290443197,132.531269290664,0.00978743228440871,88.6110744766826,19.0300889501491,0.827628338280167,31.1592730403846,1.98046203440531,1.66709972282641,0.570188241812135,1.81549112319107,0.65835689708735,32.0194824524887,857.078428673476,27.7735752650463,75.2725426312243,0.287199290443197,129.025298959106,1.66709972282641,0.00978743228440871,19.0553084748002,4.29124723149527,557.269126305955,1.98046203440531,31.6086633266705,0.827300480872254
6.5,sd,4.06948219218194,54.9486455193502,10.4591336083398,0.18471967826561,27.8415441200006,0.0222273083930532,8.34606025937904,4.99495408428211,1.08814580876463,8.73527364202121,0.528946011583239,0.416470626429214,0.160372718559769,0.43391982772488,0.150491933068551,10.4682700307849,81.9940005525796,5.12755666488237,10.4386757428253,0.18471967826561,32.3429811357075,0.416470626429214,0.0222273083930532,5.00626550777663,0.834960150216934,50.5541625718918,0.528946011583239,8.47130785979961,1.09185878769118
7.5,mean,24.5976145089176,469.510050262933,73.4655396769332,0.266163685692309,132.672203418081,0.0102589392229672,88.6905645970579,18.5406837161167,0.821257420980927,30.4276168412775,1.96259110285415,1.6333955910787,0.550178617265459,1.7996377592604,0.638880879636073,31.0681016016465,853.387833809763,27.535746254496,74.8324540032681,0.266163685692309,129.190508036415,1.6333955910787,0.0102589392229672,18.6063856434423,4.23691553124546,555.512775113988,1.96259110285415,30.8359185163599,0.820691070903396
7.5,sd,4.32041569925001,54.9681145291649,11.6238311975372,0.170230796963872,29.0428316800192,0.0228250920194963,8.89951794856076,5.06613623112072,1.0785923932681,9.19494853603473,0.547757055882704,0.453069197141746,0.168062858563716,0.442870435757302,0.152814178765707,10.9936877879228,82.7043958183188,5.36551769548409,11.6040649603201,0.170230796963872,33.1752983156234,0.453069197141746,0.0228250920194963,5.04874456850929,0.868285422804411,49.4279168142437,0.547757055882704,8.96008032308522,1.08210145652765
8.5,mean,23.9866102214745,467.294942616849,72.7788883598584,0.249850323959479,132.483934705854,0.0111525718771611,88.8801218533585,17.8906478265706,0.810967408126554,29.387889848518,1.94761093276966,1.57466306336066,0.530803413280165,1.76723107777067,0.615644146575229,29.8741275281972,849.37901894307,27.0602727072323,74.1559005205483,0.249850323959479,129.291959240868,1.57466306336066,0.0111525718771611,17.9875519620374,4.15115174427632,553.411723256527,1.94761093276966,29.7133072853554,0.810682325823321
8.5,sd,4.54289468500067,57.1999314334816,12.4593309198207,0.157679368532151,30.6599777415029,0.0259547204576133,9.28666153962163,5.09127250779606,1.09506680441266,9.66161494178744,0.545609259031589,0.480542195576813,0.170933262788415,0.446650386383193,0.157196209192353,11.4298017812902,84.5474830266464,5.5767924952808,12.4343368102194,0.157679368532151,34.3519591537232,0.480542195576813,0.0259547204576133,5.05421616243968,0.891366196304615,50.6666479181303,0.545609259031589,9.49832987876214,1.09857431098143
9.5,mean,23.3885977589968,463.115996985078,72.0391655480156,0.237321768173196,131.330908184079,0.0126014262434549,89.1173365882465,17.1115817918538,0.834971543283146,28.4227953202135,1.92358801721463,1.51776045045778,0.508318939690116,1.73941216507047,0.588982624442916,28.8051709114901,842.273867567411,26.6400556814556,73.4261070374893,0.237321768173196,128.531566422915,1.51776045045778,0.0126014262434549,17.2517755577812,4.0694662691261,549.140279271735,1.92358801721463,28.6332110396906,0.834322894682962
9.5,sd,4.66714102345804,57.6802359304276,13.0692160014132,0.154555476828151,31.7941351691764,0.0322398990469341,9.69550316258728,5.06689690670591,1.14549787666054,9.87977235388677,0.568124374839588,0.470499988924521,0.169313770340959,0.444201793800197,0.162019150775818,11.712044503243,85.2893376244643,5.6657594501337,13.0471764690686,0.154555476828151,35.1944819546623,0.470499988924521,0.0322398990469341,5.02497878322713,0.924121775389151,50.6006582280163,0.568124374839588,9.79697242644395,1.14949288530683
10.5,mean,22.826794581958,462.546871780199,71.1292420165924,0.233128588248071,131.463467359968,0.0125750763904255,89.2155662014615,16.513552494903,0.809883451988738,27.372620981035,1.89432336889255,1.49022244711694,0.491804634663692,1.69391252188789,0.559596593577827,27.6762700468927,839.797418439699,26.1716493555485,72.5172452598151,0.233128588248071,128.55445604983,1.49022244711694,0.0125750763904255,16.6719043712905,3.96788626170018,548.602069675581,1.89432336889255,27.511805237504,0.809043805081626
10.5,sd,4.91609409692861,58.1481948719002,13.4590181016254,0.160239955266559,31.6296947429483,0.0342621994296453,10.2885644706605,5.22048663182563,1.0980750942913,10.2430876723593,0.602695591272156,0.516639630556035,0.169971728808171,0.42723245814115,0.157965345705539,12.065184612217,84.6268502659719,5.96356806276781,13.4359435211215,0.160239955266559,35.2014693520552,0.516639630556035,0.0342621994296453,5.16750334090844,0.917404851436399,51.0803014904403,0.602695591272156,10.207543725471,1.10135014210509
11.5,mean,22.6933264508302,459.881876705714,71.0328975083461,0.231901704571404,129.755040597186,0.0123435522463843,90.1375557497629,16.2914984340313,0.904743463223802,27.115571481143,1.90658053802615,1.47587170907153,0.469359120851299,1.6418984828845,0.52992086053338,27.5749741484914,835.373975943683,26.0401541424761,72.4167569794601,0.231901704571404,127.285694059346,1.47587170907153,0.0123435522463843,16.4367492498533,3.84917610163535,547.122290604778,1.90658053802615,27.2716806751838,0.906015188066034
11.5,sd,5.14201686520273,60.5077954375894,13.0372469010761,0.163553662723654,32.3112821747497,0.0317441127740508,10.0906002422176,5.27842493198782,1.22831748092233,10.6306768282274,0.614436588336065,0.505927500629452,0.166501848917,0.421405765107868,0.15853207230682,12.6311268222954,87.7274918715045,6.13707536101598,13.0109648611302,0.163553662723654,35.6899629743182,0.505927500629452,0.0317441127740508,5.22155644968503,0.906973427420907,52.4049190226991,0.614436588336065,10.6103475507761,1.23475917227302
12.5,mean,22.4756131738003,464.460214125236,70.2171404717692,0.238801683834516,130.739063367086,0.0108924438826419,90.3341676070151,16.230390924466,0.899270012636082,26.5552062267144,1.93326399489703,1.4696229439478,0.457494572347428,1.60487061794326,0.51435158438152,27.0111754500624,840.114045797209,25.721354656284,71.5904545394464,0.238801683834516,128.429297950466,1.4696229439478,0.0108924438826419,16.3780938183153,3.7619936962487,550.604494243615,1.93326399489703,26.6917357853105,0.900442674965608
12.5,sd,5.29709704003403,60.149594485469,12.1199220857412,0.171798093087737,31.7477647730511,0.0267016574511163,9.64298716246626,5.41137153655851,1.2181854978431,10.8952347841204,0.609253407319807,0.539450467149657,0.167751100698384,0.387521613301198,0.160685479321082,12.8801650839567,87.2070951302228,6.22031051077083,12.0871512271311,0.171798093087737,35.3231386892841,0.539450467149657,0.0267016574511163,5.3592832318936,0.871266137244622,52.1502464968141,0.609253407319807,10.8813713878876,1.22510800118774
13.5,mean,22.2548908436263,469.120974172549,69.5619139021628,0.245935505378958,132.450625795938,0.00992095372032515,90.7850902477597,16.2320039272358,0.875091662134741,25.8941986527768,1.96144226381477,1.46349625861376,0.450386066819202,1.57477878427568,0.499465906552643,26.2832013043,846.541993919038,25.3783718377264,70.9154921739365,0.245935505378958,130.140000879702,1.46349625861376,0.00992095372032515,16.3704388297295,3.6896119274825,554.351230232698,1.96144226381477,25.9871923156961,0.875835212587356
13.5,sd,5.16535587309912,61.1114460206296,11.7159440401259,0.178248954334295,31.4075908802988,0.0254685781468104,9.07329510302774,5.35881561722881,1.24784671752447,10.5899873173679,0.590985882008224,0.514056773723292,0.166716251345402,0.366355200093618,0.165495876203058,12.6293684765562,86.8981738442612,6.09743389468122,11.6836204338462,0.178248954334295,35.0935351193065,0.514056773723292,0.0254685781468104,5.32126796331296,0.872943607082037,51.784932137933,0.590985882008224,10.5272691316439,1.25370934235886
14.5,mean,22.2469589329948,473.397990407392,69.5341507660932,0.243415458724377,133.682278339652,0.0100975521394571,91.5659224250384,16.3732835407109,0.837573057942402,25.5652739354763,2.00320120798059,1.48030177262219,0.441680992304731,1.53194476233907,0.483742447856807,25.9026223418023,853.057316368293,25.2491336628759,70.8784049032444,0.243415458724377,131.534339930257,1.48030177262219,0.0100975521394571,16.4778435359472,3.60774748746546,558.359531858994,2.00320120798059,25.6213815657611,0.837950678854488
14.5,sd,5.06052359784679,63.2364140773625,12.0291592343899,0.177401572316611,31.0398090991994,0.0262545640248318,9.45217830552575,5.36770129856956,1.19618047947538,10.3466996841598,0.571444701896962,0.525783271750767,0.173884734654902,0.373151878748354,0.173782410285627,12.3061338267152,89.3920023626845,6.11111006569166,12.0104088837477,0.177401572316611,34.8783663258943,0.525783271750767,0.0262545640248318,5.34312794466428,0.90151954497617,54.3279509846315,0.571444701896962,10.2492859884755,1.20063352029423
15.5,mean,22.1377229396479,477.026588648268,69.3912876724366,0.242248390800919,134.971568715078,0.00926474864557045,92.367353843684,16.5288961359761,0.807861646500526,25.0667926767901,2.05519372845191,1.50175394357198,0.431617556173585,1.48792375325291,0.463234152229581,25.4067984640206,857.993433525343,25.0283014334064,70.7274218278482,0.242248390800919,132.912098926841,1.50175394357198,0.00926474864557045,16.6195203101861,3.52072086467416,561.579142820797,2.05519372845191,25.1092035298377,0.808557641429779
15.5,sd,5.21402477109654,68.5566193414089,11.9690718441118,0.175201590703235,30.6141260532992,0.0247531156488665,9.49276348498483,5.62451975915789,1.17276175574009,10.3251103556859,0.562617405597145,0.644369848661622,0.206600085930813,0.390680573044609,0.18307526257689,12.0171238784384,94.8357705608724,6.55735504886142,11.9786661366721,0.175201590703235,34.2050018197024,0.644369848661622,0.0247531156488665,5.58207161806954,0.967223414009539,60.3175846663783,0.562617405597145,10.1995419754564,1.17801100999349
16.5,mean,22.1620142261921,481.690421229826,68.7972652633039,0.234074503243825,135.521756919102,0.0073170652532761,93.1548395205427,16.8308928184693,0.796333026482229,24.9249984898,2.10871783863874,1.51979402543576,0.410567590656565,1.42614937591546,0.436219336880588,25.3426654221969,862.933909568774,24.7541816890363,70.106281362198,0.234074503243825,133.624134255129,1.51979402543576,0.0073170652532761,16.9046705803302,3.3697373394195,565.983466305367,2.10871783863874,24.9653521300109,0.795608031448699
16.5,sd,4.46283990507575,63.0763189449543,9.95079170552665,0.166482805174538,28.7166057616954,0.0185898155805489,8.40614328265472,5.41096041349914,1.13292965008386,9.43715031761449,0.539962875877266,0.475610718953617,0.182730473561177,0.37523328794251,0.171974648662259,11.4827168996202,90.235728244675,5.76574334184302,9.91048436326429,0.166482805174538,32.7992851358105,0.475610718953617,0.0185898155805489,5.32693630197979,0.908552788883971,54.5268681200098,0.539962875877266,9.25914816627457,1.13602369714845
17.5,mean,22.0919251120738,482.692463011319,68.7836671836544,0.226880218881548,134.972263614749,0.0074227289782053,93.7694572350551,16.969650918444,0.7922812398129,24.7224595788997,2.14233264096943,1.53805925179003,0.392765990235743,1.35549007850193,0.415461515800308,25.1705864465985,863.571232863972,24.5394040860942,70.076528837696,0.226880218881548,133.05042253254,1.53805925179003,0.0074227289782053,17.0398100953051,3.23764608157006,566.9698346906,2.14233264096943,24.7623649670719,0.791509375605928
17.5,sd,4.4662141351328,67.4743376922531,10.3558798789778,0.153335017815709,29.181547186601,0.0197746040568019,8.97610168182333,5.67287580417326,1.15048733257785,9.66217902226094,0.562516220204464,0.501232863620703,0.18994535451298,0.394702347007045,0.175827320443514,11.6401468909138,95.7479965161319,5.864968458226,10.3141731334075,0.153335017815709,33.3082440736628,0.501232863620703,0.0197746040568019,5.54704196567629,0.945207414639771,58.3240407923194,0.562516220204464,9.45509136506083,1.1531813082652
18.5,mean,21.8077785007184,484.355105833641,68.691763567147,0.228023711631625,134.06493449845,0.00803064973099145,94.627180605954,16.9197157488669,0.777516411028944,24.1711584851648,2.17586251108772,1.5296238382623,0.365746127957357,1.26275721963301,0.387336793931931,24.4825361368671,864.244812438972,24.0965771269619,69.9663057577265,0.228023711631625,132.082420226077,1.5296238382623,0.00803064973099145,16.9715307378062,3.06824321296747,567.998551286337,2.17586251108772,24.2047092855407,0.776769977038623
18.5,sd,4.57986489967359,72.719532884137,10.4960299845681,0.149429303447686,30.438762828558,0.0226352167928698,9.32837799482595,5.90299095261728,1.15869863091532,9.84601257260532,0.580508798408464,0.541742072100975,0.197121110716012,0.415664894981539,0.17960176614372,11.8799337750342,102.172456926505,6.09396949661104,10.4295501495624,0.149429303447686,34.383341058601,0.541742072100975,0.0226352167928698,5.76759269985214,0.999783022731177,63.1331070347153,0.580508798408464,9.59471358866362,1.16144854078857
19.5,mean,22.0406357852515,487.42921500329,69.1411132410148,0.224715086337098,132.898631835222,0.00837274260961331,96.0116985145473,17.228113950676,0.843937308037161,24.3067450406838,2.22273735544519,1.57821873563557,0.343234666624634,1.18900423863353,0.365265353352649,24.7617984602632,867.606398066417,24.2256862670452,70.4169282975057,0.224715086337098,130.804862864838,1.57821873563557,0.00837274260961331,17.2505420218187,2.90669813428133,571.238578838164,2.22273735544519,24.4049145865386,0.843302246501626
19.5,sd,4.67374460996401,72.7205046967673,11.2846733411012,0.144619831888952,31.0612739658212,0.0232910903219778,9.68705971630498,6.22978048511338,1.20396627078709,10.1636159517978,0.59753010613467,0.53156991475312,0.192779486327582,0.419710100358729,0.178188919348504,12.4625677965911,103.520849719234,6.24733218390198,11.2234078035808,0.144619831888952,35.2560711493252,0.53156991475312,0.0232910903219778,6.05235091129759,1.00310652629307,62.8841472157303,0.59753010613467,9.94383874773841,1.20775242442002
20.5,mean,21.8701485250265,489.951679345893,69.5100191149361,0.22480962724231,132.270243722246,0.00856471235985932,97.2603318705226,17.3449990634453,0.866619169605535,23.9091952796189,2.25026992261824,1.60105198711465,0.325122043865038,1.11661478983184,0.339739899071657,24.3249113860153,871.648634131578,24.0558992147886,70.7659158759991,0.22480962724231,130.050757931207,1.60105198711465,0.00856471235985932,17.3501411174547,2.74641128674267,573.215880911185,2.25026992261824,23.995737098339,0.866724319458977
20.5,sd,4.83411227116551,76.9648931464093,11.5418939195539,0.142389916462063,31.4303749959431,0.0248495055986597,10.5523532526269,6.6614879604065,1.22491097550244,10.32042276768,0.624177432565034,0.580069930010042,0.199080651694571,0.434043964342918,0.180066957574487,12.638648112605,108.121871562509,6.4426399987053,11.4789988263734,0.142389916462063,35.9078514360812,0.580069930010042,0.0248495055986597,6.46978402545988,1.03783918956997,67.6996887715862,0.624177432565034,10.0975207819058,1.22836129001958
21.5,mean,21.617203874448,492.64458730325,69.7395453414575,0.223078203410902,131.912364874677,0.00837022102110102,98.9403314717147,17.42811502392,0.874729780978291,23.4353476295341,2.28429811156231,1.61285352511582,0.3009479938651,1.0383030560959,0.307632686299248,23.901038594466,875.846884554847,23.7692627314512,70.9783051377098,0.223078203410902,129.627808697349,1.61285352511582,0.00837022102110102,17.405446602394,2.54756508234896,575.944174867543,2.28429811156231,23.5094784261851,0.875025472259367
21.5,sd,4.68756454211334,74.8890361615126,11.5918800421107,0.145051390290022,31.8314970449698,0.0261887389433049,10.5281241711094,6.89854196319159,1.21090444821098,10.1313087585871,0.640991463184502,0.57205990771112,0.194345720502903,0.40970240572311,0.170947385077595,12.6269287777289,109.131235409199,6.28563248401969,11.5142136230866,0.145051390290022,36.4209815941446,0.57205990771112,0.0261887389433049,6.69324719605966,0.987011720340663,65.5491567182151,0.640991463184502,9.89519383965798,1.21557698687989
22.5,mean,21.5518082585902,494.461842756438,69.9911215799584,0.217427928475612,131.121454443989,0.00781074579754903,100.258688496164,17.520306029939,0.896296272314856,23.3225512070265,2.32791171732569,1.63158110705526,0.276087341304559,0.967137962601484,0.28045051591522,23.7424347193048,878.393691195019,23.6101020071979,71.2075978438785,0.217427928475612,128.617633803283,1.63158110705526,0.00781074579754903,17.4927648025749,2.35947599526636,578.187831120731,2.32791171732569,23.3275810656343,0.897184801401499
22.5,sd,4.85545232365715,72.096311479393,11.2967354106085,0.149322333890034,31.6286137392308,0.0245297095584376,10.402219894668,7.14783948253288,1.24476173613539,10.3069574708025,0.656474893427985,0.602818530064036,0.187024133889053,0.395431776827668,0.16505550484166,12.8322140659527,111.179048418224,6.33088779140164,11.1652587813157,0.149322333890034,36.6436644400801,0.602818530064036,0.0245297095584376,6.97322925466242,0.944727769001293,63.5506508749852,0.656474893427985,10.0942612705629,1.24961992429079
23.5,mean,21.5440736029198,494.307852422733,70.4564684032135,0.218252525613533,130.258962812278,0.00879540489388639,101.76092026676,17.6583446304959,0.96745080821312,23.2756447712322,2.36442863801421,1.66701509034174,0.25755826464576,0.907049570592825,0.261968168691126,23.7922325492079,879.087938051814,23.6218666533319,71.6590638551957,0.218252525613533,127.499561613395,1.66701509034174,0.00879540489388639,17.6412946056527,2.21446947911282,579.283523793386,2.36442863801421,23.2152268635152,0.968944497471263
23.5,sd,5.23229481997215,74.6989575908359,12.2162245938486,0.154794049754009,32.1847238694176,0.0277450373032313,11.4179437825289,7.53218354232397,1.34041280265734,10.7891882848804,0.687981382143132,0.647962116151463,0.180170741511194,0.399826714566316,0.164724357180814,13.316713207696,116.548843306831,6.67722942093081,12.0695721566292,0.154794049754009,37.3057674731666,0.647962116151463,0.0277450373032313,7.3784251582052,0.939284554802181,65.9176306727599,0.687981382143132,10.6261319366613,1.34497558107562
24.5,mean,21.6376916166256,493.657494198942,70.793813885607,0.214122438485601,128.661973921634,0.00915571516362938,102.932487834199,17.8447142066688,1.05827244353858,23.4482136231626,2.39856150719097,1.70139379751881,0.241554771060344,0.854279265931648,0.243557440433438,24.0614540553273,879.910407390367,23.8303318761002,71.973563304842,0.214122438485601,125.946128313367,1.70139379751881,0.00915571516362938,17.8412381664727,2.09389642503282,579.229992145149,2.39856150719097,23.3595510916235,1.05847862685984
24.5,sd,5.62704244893676,74.8073381258929,12.175945503754,0.159793958388902,32.5703322233648,0.0289041129577647,11.9677153634817,7.95004321258177,1.36173275067487,11.3686313160729,0.708512462443423,0.689329174845514,0.174938993725147,0.395084849266736,0.165840979192027,13.8884787779002,119.785523333772,7.08808865397485,11.9822444704381,0.159793958388902,37.7236243956811,0.689329174845514,0.0289041129577647,7.81798093514105,0.932838418900486,66.4687188737783,0.708512462443423,11.2680512029462,1.36567848322315
25.5,mean,21.1579875019233,493.027181583578,70.7837759855009,0.216193134156871,128.763708832844,0.00596692314262438,103.378826649687,17.6193085993537,1.02247186908621,22.683282796624,2.46464476878209,1.69566173844962,0.228039568454952,0.820979858785091,0.225223266903655,23.1294622234262,880.36428515057,23.3591888519796,71.9323441991182,0.216193134156871,126.005446001879,1.69566173844962,0.00596692314262438,17.6723504249905,1.97725452589404,578.320110220627,2.46464476878209,22.4138185678289,1.02217270394257
25.5,sd,5.31400199939902,71.1496792595845,11.7817527117967,0.168089666705204,29.9116698751663,0.0181474644459781,11.6656997120149,8.02222754711549,1.23733483545822,10.4196375851724,0.731335802881599,0.698382328459217,0.170345674495294,0.408667823084199,0.168089018409785,12.7644083834565,118.393053201464,6.72386953428448,11.5517411481301,0.168089666705204,35.6715222789436,0.698382328459217,0.0181474644459781,7.91933957700323,0.955012801817957,63.2416681734471,0.731335802881599,10.2249355416988,1.24096946273242
26.5,mean,20.8750134443521,488.910014450555,71.525812776161,0.212696598266763,126.409164831146,0.00655910159092916,104.251495844706,17.5354064140698,1.03452879460168,22.5561646211099,2.51122270531264,1.68378472436053,0.20874227252956,0.768894018982466,0.203302286687739,22.9386472797293,875.399710526991,23.0879102574519,72.6374177731966,0.212696598266763,123.418701998734,1.68378472436053,0.00655910159092916,17.6027705665125,1.85107282349547,575.231869381353,2.51122270531264,22.2267728104098,1.03407782122155
26.5,sd,5.32442715504586,71.1875606043054,11.790141729318,0.17253980621862,29.9645462982775,0.0187265594057237,12.0159640669023,8.1909836509341,1.20782204114249,10.6297846114693,0.757070806656345,0.704265274123095,0.160923730545736,0.404443641959372,0.164245255569731,12.8859951441155,120.765863714194,6.70017163699099,11.5274172869652,0.17253980621862,35.7085445998487,0.704265274123095,0.0187265594057237,8.09520288798941,0.938521648034254,62.7011299179219,0.757070806656345,10.4746615422832,1.21183252815735
27.5,mean,20.7878606811643,483.553948496402,72.790657000098,0.209100570980575,123.77784583052,0.00742882321288177,105.28745401089,17.5713231466967,1.15511107438141,22.7295254475999,2.55965817734388,1.70005096984663,0.198975124174891,0.759694435061011,0.188079395066566,23.2966560047554,869.200243407641,23.1010264390722,73.8753869687709,0.209100570980575,120.541258463565,1.70005096984663,0.00742882321288177,17.6862495499116,1.80249160449731,570.817017243153,2.55965817734388,22.3442216408847,1.15410551612711
27.5,sd,5.52841751959217,71.7936522735516,12.1060783899224,0.175263061375478,29.5157750265282,0.0211554204951654,12.5845464061644,8.47302704776043,1.2948719606388,10.8683099543317,0.806217261326807,0.73546344050848,0.158064877094206,0.40833556055407,0.159141437433382,13.215589979,122.829406884264,6.88357159049895,11.8324947315561,0.175263061375478,35.5402327327922,0.73546344050848,0.0211554204951654,8.3655296170293,0.943354108471499,62.7024500523504,0.806217261326807,10.7580878000029,1.29730677973123
28.5,mean,20.5649291536955,470.857425282082,74.2311032952266,0.213303685530501,118.874314204367,0.0092294502759326,106.208883089334,17.5157149095467,1.31669892758351,23.0540908827705,2.58217793853443,1.6976615081141,0.18623301396269,0.752904479575359,0.172212689894895,23.7502235866532,851.324474079761,22.9107265730156,75.2809343048361,0.213303685530501,115.546054274572,1.6976615081141,0.0092294502759326,17.6531075327917,1.75917782366291,561.354242935728,2.58217793853443,22.5837045367579,1.31756118269812
28.5,sd,5.75175049468189,78.8554052360967,13.0276034622812,0.179100534640602,31.3723444493854,0.0231564933389954,12.9658308506541,8.8296376194691,1.45812616607814,11.3854661086974,0.868886901226137,0.764073762018287,0.15674790325997,0.428741156919901,0.150873755806943,13.8431174242161,132.141250735976,7.12798697727028,12.7862725839634,0.179100534640602,36.9027345577489,0.764073762018287,0.0231564933389954,8.69717262323595,0.966014435829277,68.974465281691,0.868886901226137,11.2929321282158,1.46269769584466
29.5,mean,20.4280591842292,467.65595364955,75.0544077968209,0.214044301150849,116.546729642684,0.00933477467216745,107.013628626071,17.7667929986882,1.40776947503658,23.2028370874856,2.63148361457446,1.7340354169169,0.171793947653742,0.722693616133984,0.158230221896978,23.9862581999523,847.335744955153,22.7804732977205,76.0570902432055,0.214044301150849,113.10023638261,1.7340354169169,0.00933477467216745,17.8881751273186,1.67725132690312,559.090448962432,2.63148361457446,22.6623099261038,1.40821815552278
29.5,sd,6.1554006125068,78.7252183747008,12.1507892311916,0.174472296946471,30.8609389737101,0.0235472379338043,14.1916935345051,9.36902232819534,1.5581522962118,11.7243318171911,0.927816186033433,0.844786678529548,0.169176427568603,0.420233776239267,0.148764802422368,14.0606020042088,135.564737997139,7.56081807799525,11.8199381539613,0.174472296946471,36.7759786402464,0.844786678529548,0.0235472379338043,9.23710640665794,0.953544996761369,69.9323948456718,0.927816186033433,11.6935695460703,1.5633647781938
30.5,mean,20.9338570561812,463.34431179901,77.4587584627313,0.195678862395161,112.05580383891,0.0121779093378268,108.566922112038,18.4339668318107,1.61248689107947,24.2892437672846,2.66212665800591,1.78871527958455,0.163013488668777,0.70669924736169,0.154040652543932,25.5403738096306,843.286901352525,23.3655358604373,78.4098202002069,0.195678862395161,108.867389394985,1.78871527958455,0.0121779093378268,18.5114550356616,1.63831937209294,556.258656429956,2.66212665800591,23.7660646847937,1.61019147702241
30.5,sd,6.2846887782136,80.1740726529854,12.5190353786626,0.159581682012457,32.1577679040816,0.0294002670880197,13.6974550226417,9.78900258440813,1.67582206121894,11.6759864829169,0.976011833378481,0.848393757316716,0.149682948644531,0.379383014824173,0.144062172515309,14.3104205071696,141.538782669133,7.55788536177246,12.2018256706481,0.159581682012457,37.6788067476681,0.848393757316716,0.0294002670880197,9.67389047061054,0.898777391740393,71.0140692703921,0.976011833378481,11.6804806075497,1.6785647686559
31.5,mean,21.5404298502212,459.796427829139,78.863462893332,0.175873174019174,107.518840345056,0.0175923509084832,109.88363245148,19.1192571231247,1.90893360213913,25.4611369999039,2.71615784976873,1.89490639518154,0.154654785312484,0.672430823593924,0.148761124112709,27.080452619574,836.76239709084,23.9700040375353,79.7621964880691,0.175873174019174,104.09758001887,1.89490639518154,0.0175923509084832,19.1596299354031,1.57521334754807,554.508464396,2.71615784976873,24.9263778600546,1.90539076634696
31.5,sd,6.62180088642072,84.7509743507943,12.212008499059,0.134842961712315,32.7548310825957,0.0404705824228743,14.1441874467925,10.1629468621183,1.89102823418902,11.9183019508163,1.04972722061147,0.892148899607708,0.149078131772369,0.374098024189064,0.145860193419491,14.8361265296886,148.911476390653,7.88812187452999,11.8917297540551,0.134842961712315,38.3125252338411,0.892148899607708,0.0404705824228743,10.0486675037742,0.908240493565773,74.7848559926961,1.04972722061147,12.0404046109051,1.89203331236479
32.5,mean,22.1029875730385,453.973302482415,80.1112613459232,0.154084965049802,101.419036260178,0.0279229521783286,111.443077009818,19.7670672730221,2.22998660232753,26.6269357411576,2.76223338324902,2.02161308538924,0.143039196054663,0.617498581716235,0.142586291256082,28.5781430756413,824.571486610981,24.539202345017,80.9593002116326,0.154084965049802,97.9961913905647,2.02161308538924,0.0279229521783286,19.7569361937195,1.47747794992974,551.699487326956,2.76223338324902,26.1411659079425,2.22629458722678
